year,territory_raw,territory_level,metric,value
2018,Пловдив,district,total,3483.0
2018,Пловдив,district,urban,2543.0
2018,Пловдив,district,rural,940.0
2018,Разград,district,total,423.0
2018,Разград,district,urban,179.0
2018,Разград,district,rural,244.0
2018,Русе,district,total,948.0
2018,Русе,district,urban,750.0
2018,Русе,district,rural,198.0
2018,Силистра,district,total,408.0
2018,Силистра,district,urban,153.0
2018,Силистра,district,rural,255.0
2018,Сливен,district,total,1629.0
2018,Сливен,district,urban,910.0
2018,Сливен,district,rural,719.0
2018,Смолян,district,total,427.0
2018,Смолян,district,urban,270.0
2018,Смолян,district,rural,157.0
2018,София (столица),district,total,6847.0
2018,София (столица),district,urban,6590.0
2018,София (столица),district,rural,257.0
2018,София,district,total,1326.0
2018,София,district,urban,888.0
2018,София,district,rural,438.0
2018,Стара Загора,district,total,1977.0
2018,Стара Загора,district,urban,1321.0
2018,Стара Загора,district,rural,656.0
2018,Търговище,district,total,483.0
2018,Търговище,district,urban,233.0
2018,Търговище,district,rural,250.0
2018,Хасково,district,total,1210.0
2018,Хасково,district,urban,862.0
2018,Хасково,district,rural,348.0
2018,Шумен,district,total,780.0
2018,Шумен,district,urban,493.0
2018,Шумен,district,rural,287.0
2018,Ямбол,district,total,773.0
2018,Ямбол,district,urban,528.0
2018,Ямбол,district,rural,245.0
2019,България,country,total,35947.0
2019,България,country,urban,25922.0
2019,България,country,rural,10025.0
2019,Благоевград,district,total,1314.0
2019,Благоевград,district,urban,878.0
2019,Благоевград,district,rural,436.0
2019,Бургас,district,total,2018.0
2019,Бургас,district,urban,1554.0
2019,Бургас,district,rural,464.0
2019,Варна,district,total,2480.0
2019,Варна,district,urban,2015.0
2019,Варна,district,rural,465.0
2019,Велико Търново,district,total,1184.0
2019,Велико Търново,district,urban,820.0
2019,Велико Търново,district,rural,364.0
2019,Видин,district,total,402.0
2019,Видин,district,urban,234.0
2019,Видин,district,rural,168.0
2019,Враца,district,total,1032.0
2019,Враца,district,urban,528.0
2019,Враца,district,rural,504.0
2019,Габрово,district,total,509.0
2019,Габрово,district,urban,409.0
2019,Габрово,district,rural,100.0
2019,Добрич,district,total,848.0
2019,Добрич,district,urban,551.0
2019,Добрич,district,rural,297.0
2019,Кърджали,district,total,456.0
2019,Кърджали,district,urban,215.0
2019,Кърджали,district,rural,241.0
2019,Кюстендил,district,total,544.0
2019,Кюстендил,district,urban,412.0
2019,Кюстендил,district,rural,132.0
2019,Ловеч,district,total,724.0
2019,Ловеч,district,urban,436.0
